 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00015 1.00013 1.00008 1.00004 1.00003 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.0003 1.00028 1.00018 1.0001 1.00006 1.00003 1.00002 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00046 1.00045 1.00031 1.00018 1.0001 1.00005 1.00003 1.00002 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00064 1.00067 1.00047 1.00028 1.00015 1.00008 1.00004 1.00002 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00085 1.00091 1.00066 1.00039 1.00022 1.00012 1.00006 1.00003 1.00002 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00107 1.00119 1.00088 1.00053 1.0003 1.00016 1.00008 1.00004 1.00002 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00132 1.0015 1.00113 1.00069 1.00039 1.0002 1.00011 1.00006 1.00003 1.00002 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00157 1.00183 1.00141 1.00088 1.00049 1.00026 1.00013 1.00007 1.00004 1.00002 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00182 1.00218 1.00171 1.00108 1.0006 1.00032 1.00016 1.00008 1.00004 1.00002 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00206 1.00254 1.00202 1.00129 1.00073 1.00038 1.0002 1.0001 1.00005 1.00003 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00228 1.00289 1.00235 1.00152 1.00086 1.00045 1.00023 1.00012 1.00006 1.00003 1.00002 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00247 1.00322 1.00266 1.00174 1.00099 1.00052 1.00027 1.00013 1.00007 1.00003 1.00002 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00262 1.00352 1.00297 1.00196 1.00113 1.00059 1.0003 1.00015 1.00007 1.00004 1.00002 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00273 1.00376 1.00324 1.00218 1.00125 1.00066 1.00033 1.00016 1.00008 1.00004 1.00002 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00278 1.00395 1.00348 1.00237 1.00137 1.00073 1.00036 1.00018 1.00009 1.00004 1.00002 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00277 1.00407 1.00367 1.00253 1.00148 1.00078 1.00039 1.00019 1.00009 1.00004 1.00002 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00271 1.00412 1.00379 1.00265 1.00156 1.00082 1.00041 1.0002 1.0001 1.00005 1.00002 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00259 1.00408 1.00385 1.00273 1.00162 1.00086 1.00043 1.0002 1.0001 1.00005 1.00002 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00242 1.00396 1.00382 1.00275 1.00164 1.00087 1.00043 1.00021 1.0001 1.00005 1.00002 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00221 1.00376 1.00372 1.00272 1.00164 1.00087 1.00043 1.0002 1.0001 1.00004 1.00002 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00196 1.00348 1.00354 1.00263 1.0016 1.00085 1.00042 1.0002 1.00009 1.00004 1.00002 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00168 1.00313 1.00328 1.00248 1.00152 1.00081 1.0004 1.00019 1.00009 1.00004 1.00002 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00139 1.00273 1.00294 1.00226 1.0014 1.00075 1.00037 1.00017 1.00008 1.00004 1.00002 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.0011 1.00229 1.00254 1.00199 1.00124 1.00067 1.00032 1.00015 1.00007 1.00003 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00082 1.00181 1.00208 1.00166 1.00105 1.00056 1.00027 1.00013 1.00006 1.00002 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00056 1.00133 1.00158 1.00129 1.00082 1.00044 1.00021 1.0001 1.00004 1.00002 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00034 1.00086 1.00106 1.00088 1.00057 1.00031 1.00015 1.00007 1.00003 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1.00015 1.00041 1.00053 1.00045 1.00029 1.00016 1.00008 1.00003 1.00001 1.00001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
